clean_review,sentiment
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
cheese sandwich was so bad ... disappointed...won't order again ,Negative
order not received ,Neutral
good quality...and sufficient quantity,Positive
it's too much ice crush..so please don't do this,Positive
like some water,Positive
भाई बिना चमच के मेगी कैसे खा सकते है?please put disposable spoon with orders,Neutral
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
i tried cream and onion maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall ,Positive
must try....don't believe negative ratings.nice service.tasty food.perfect for quick hunger.tried all the products and they are just awesome.,Positive
horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,Positive
